,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
216,57128_VRC15,,D,chronic,CCR5,UGANDA,1998.0,AY736829,"98UG57128, 57128.vrc15.SG3, 98UG_57128, 57128.vrc15",Yes,57128,panel,D.UG.1998.57128_VRC15.AY736829,1.44257,0.212: Bricault2019_dataset2;1.93: Bricault2019;1.93: Chuang2013;1.93: Georgiev2013_dataset1;1.93: Huang2012a;1.93: Huang2016a_dataset1;2.29: Williams2017_dataset1
217,5768_4,2,B,<12mo,CCR5,UNITED STATES,1995.0,AY835435,"5768.04, 5768.4, SVPB2, 5768_04, 5768",Yes,5768-P27,panel,B.US.1995.5768_4.AY835435,9.73688,1.63: Bricault2019_dataset2;6.1: Montefiori CAVD CA-VIMC;10.7: Williams2017_dataset1;15: Bricault2019;15: Chuang2013;15: Georgiev2013_dataset1;15: Huang2012a;15: Huang2016a_dataset1
218,5807_BM_D1,,C,,,MALAWI,2008.0,HQ596177,5807_bmD1,Yes,714905807,non-panel,C.MW.2008.5807_BM_D1.HQ596177,50.0,>25: Fouda2013
219,5807_BM_E7,,C,,,MALAWI,2008.0,HQ596182,5807_bmE7,Yes,714905807,non-panel,C.MW.2008.5807_BM_E7.HQ596182,50.0,>25: Fouda2013
220,6022_V7_C24,2,C,<12mo,,TANZANIA,2006.0,HM215319,6022.v7.c24,Yes,6022,panel,C.TZ.2006.6022_V7_C24.HM215319,6.11941,1.5: Montefiori CAVD CA-VIMC;12.36: Bricault2019_dataset1;12.36: Wagh2016
221,6040_V4_C15,2,C,<12mo,,TANZANIA,2005.0,HM215320,6040.v4.c15,Yes,6040,panel,C.TZ.2005.6040_V4_C15.HM215320,23.5,23.5: Bricault2019_dataset1;23.5: Montefiori CAVD CA-VIMC;23.5: Wagh2016
222,6041_V3_C23,2,A1C,acute,,TANZANIA,2004.0,HM215321,"6041, 6041.v3.c23",Yes,6041,panel,A1C.TZ.2004.6041_V3_C23.HM215321,10.8355,5.48: Zhang2019a;13.6: Bricault2019_dataset3;13.6: Hraber2014;13.6: Montefiori CAVD CA-VIMC
223,6095_V1_C10,,A1D,<12mo,,TANZANIA,2003.0,HM215323,"6095, 6095.V1.C10, 6095.v1.c10",Yes,6095,panel,A1D.TZ.2003.6095_V1_C10.HM215323,0.0049878,0.0005: Bricault2019_dataset2;0.004: Bricault2019;0.004: Chuang2013;0.004: Huang2012a;0.004: Huang2016a_dataset1;0.02: Williams2017_dataset1;0.03: Montefiori CAVD CA-VIMC
224,6101_1,2,B,<12mo,CCR5,UNITED STATES,1994.0,AY835434,"SVPB1, 6101_10, 6101, 6101.1",Yes,6101-p15,panel,B.US.1994.6101_1.AY835434,0.13128,0.001: Bricault2019_dataset2;0.037: Williams2017_dataset1;0.13: Crooks2015;0.3: Montefiori CAVD CA-VIMC;0.381: Bricault2019;0.381: Chuang2013;0.381: Georgiev2013_dataset1;0.381: Huang2012a;0.381: Huang2016a_dataset1
225,6146_V7_C23,2,C,<12mo,,TANZANIA,2006.0,HM215324,"6146.v7.c23, 6146.7.23",Yes,6146,panel,C.TZ.2006.6146_V7_C23.HM215324,100.0,>50: Bricault2019_dataset1;>50: Montefiori CAVD CA-VIMC;>50: Wagh2016
226,620345_C1,2,01_AE,acute T/F,CCR5,THAILAND,2005.0,JX512900,"620345_1, AA081, 620345_C01, 620345, 620345.c1, 620345.1, 620345.c01",Yes,AA081,panel,01_AE.TH.2005.620345_C1.JX512900,0.72453,0.3: Montefiori CAVD CA-VIMC;0.33: Bricault2019_dataset3;0.33: Hraber2014;0.469: Bricault2019;0.469: Chuang2013;0.469: Huang2012a;0.469: Huang2016a_dataset1;0.663: Zhang2019a;0.989: Bricault2019_dataset2;3.17: Williams2017_dataset1;8.79: Chenine2018
227,620345_C10,,01_AE,acute,CCR5,THAILAND,2005.0,JN944656,620345.c10,Yes,AA081,panel,01_AE.TH.2005.620345_C10.JN944656,3.3,3.3: Montefiori CAVD CA-VIMC
228,62357_14_D3_4589,2,B,acute T/F,CCR5,UNITED STATES,1997.0,EU289189,"62357.14.D3.4589, 62357",Yes,62357,panel,B.US.1997.62357_14_D3_4589.EU289189,2.06338,1.9: Bricault2019_dataset3;1.9: Corti2010;1.9: Hraber2014;1.9: Montefiori CAVD CA-VIMC;2.87: Zhang2019a
229,6240_08_TA5_4622,2,B,acute T/F,,UNITED STATES,1995.0,EU289190,"6240.08.TA5.4622, 6240",Yes,6240,panel,B.US.1995.6240_08_TA5_4622.EU289190,8.5769,8.3: Bricault2019_dataset3;8.3: Corti2010;8.3: Hraber2014;8.3: Montefiori CAVD CA-VIMC;9.78: Zhang2019a
230,6244_13_B5_4567,2,B,acute T/F,,UNITED STATES,1996.0,EU289191,"6244.13.B5.4567, 6244_13_B5_4576, 6244.13.B5.4576, 6244",Yes,6244,panel,B.US.1996.6244_13_B5_4567.EU289191,0.34393,0.077: Zhang2019a;0.5: Bricault2019_dataset3;0.5: Corti2010;0.5: Hraber2014;0.5: Montefiori CAVD CA-VIMC
231,6322_V4_C1,2,C,<12mo,,TANZANIA,2005.0,HM215326,"6322.v4.c1, 6322, 6322.V4.C1",Yes,6322,panel,C.TZ.2005.6322_V4_C1.HM215326,7.59305,0.923: Bricault2019_dataset2;7.95: Bricault2019;7.95: Chuang2013;7.95: Huang2012a;7.95: Huang2016a_dataset1;10.6: Williams2017_dataset1;12.9: Bricault2019_dataset1;12.9: Montefiori CAVD CA-VIMC;12.9: Wagh2016
232,63358_04_P3_4013,2,B,acute,,UNITED STATES,1997.0,EU289192,63358.P3.4013,Yes,63358,panel,B.US.1997.63358_04_P3_4013.EU289192,8.02,8.02: Montefiori CAVD CA-VIMC
233,6405_V4_C34,,D,<12mo,,TANZANIA,2004.0,HM215327,"6405, 6405.v4.c34",Yes,6405,panel,D.TZ.2004.6405_V4_C34.HM215327,3.37306,0.461: Bricault2019_dataset2;3.92: Bricault2019;3.92: Chuang2013;3.92: Doria-Rose2014;3.92: Huang2012a;3.92: Huang2016a_dataset1;5.61: Williams2017_dataset1;7: Montefiori CAVD CA-VIMC
234,6471_V1_C16,3,C,<12mo,,TANZANIA,2003.0,HM215328,"6471, 6471.V1.C16, 6471.v1.c16",Yes,6471,panel,C.TZ.2003.6471_V1_C16.HM215328,18.039,4.98: Bricault2019_dataset2;18.1: Williams2017_dataset1;19.9: Bricault2019_dataset1;19.9: Montefiori CAVD CA-VIMC;19.9: Wagh2016;23.1: Bricault2019;23.1: Chuang2013;23.1: Huang2012a;23.1: Huang2016a_dataset1
235,6480_V4_C25,2,CD,<12mo,,TANZANIA,2004.0,HM215329,"6480, 6480.v4.c25",Yes,6480,panel,CD.TZ.2004.6480_V4_C25.HM215329,4.15532,0.561: Zhang2019a;8.1: Bricault2019_dataset3;8.1: Hraber2014;8.1: Montefiori CAVD CA-VIMC
236,653116_E1,,B,chronic,,UNITED STATES,,MT023027,,Yes,653116,non-panel,B.US..653116_E1.MT023027,0.295,0.295: Joshi2020
237,653116_E1_R563Q,,B,chronic,,UNITED STATES,,,,Yes,653116,mutant,B.US..653116_E1_R563Q.,0.485,0.485: Joshi2020
238,653116_NE1,,B,chronic,,UNITED STATES,,MT023028,,Yes,653116,non-panel,B.US..653116_NE1.MT023028,0.737,0.737: Joshi2020
239,653116_NE1_Q563R,,B,chronic,,UNITED STATES,,,,Yes,653116,mutant,B.US..653116_NE1_Q563R.,0.073,0.073: Joshi2020
240,6535_3,1B or 2,B,<12mo,CCR5,UNITED STATES,1995.0,AY835438,"NIH-ARP-11017, 6535, 6535.3, SVPB5",Yes,6535-P30,panel,B.US.1995.6535_3.AY835438,0.39203,0.19: Bricault2019_dataset2;0.2: Bricault2019_dataset3;0.2: Corti2010;0.2: Hraber2014;0.2: Montefiori CAVD CA-VIMC;0.2: Scheid2009;0.458: Bricault2019;0.458: Chuang2013;0.458: Georgiev2013_dataset1;0.458: Huang2012a;0.458: Huang2016a_dataset1;0.46: Doria-Rose2014;0.5: Revilla2011;0.519: Zhang2019a;0.64: Williams2017_dataset1;1.06: Morris2011;1.23: Walker2009a
241,6540_V4_C1,2,A1C,<12mo,,TANZANIA,2004.0,HM215330,"6540, 6540.v4.c1",Yes,6540,panel,A1C.TZ.2004.6540_V4_C1.HM215330,11.8529,2.24: Bricault2019_dataset2;5.63: Zhang2019a;14.3: Bricault2019;14.3: Chuang2013;14.3: Huang2012a;14.3: Huang2016a_dataset1;19.3: Williams2017_dataset1;21.3: Bricault2019_dataset3;21.3: Montefiori CAVD CA-VIMC
242,6545_V3_C13,2,A1C,<12mo,,TANZANIA,2004.0,HM215331,"6545.V3.C13, 6545.v3.c13",Yes,6545,panel,A1C.TZ.2004.6545_V3_C13.HM215331,8.031,6.07: Chuang2013;6.07: Huang2012a;6.07: Huang2016a_dataset1;18.6: Montefiori CAVD CA-VIMC
243,6545_V4_C1,,A1C,<12mo,,TANZANIA,2005.0,HM215332,"6545.V4.C1, 6545.v4.c1.SG3, 6545, 6545.v4.c1",Yes,6545,panel,A1C.TZ.2005.6545_V4_C1.HM215332,10.5066,2.35: Zhang2019a;2.54: Bricault2019_dataset2;12.5: Bricault2019;12.5: Chuang2013;12.5: Huang2012a;12.5: Huang2016a_dataset1;16.4: Bricault2019_dataset3;16.4: Hraber2014;16.4: Montefiori CAVD CA-VIMC;25.5: Williams2017_dataset1
244,6592_V7_C25,,A1,<12mo,,TANZANIA,2006.0,HM215334,6592.v7.c25,Yes,6592,panel,A1.TZ.2006.6592_V7_C25.HM215334,13.8,13.8: Montefiori CAVD CA-VIMC
245,6631_V3_C10,3,C,<12mo,,TANZANIA,2004.0,HM215335,"6631, 6631.V3.C10, 6631.v3.c10",Yes,6631,panel,C.TZ.2004.6631_V3_C10.HM215335,0.934,0.934: Bricault2019_dataset2;>50: Bricault2019;>50: Bricault2019_dataset1;>50: Chuang2013;>50: Huang2012a;>50: Huang2016a_dataset1;>50: Montefiori CAVD CA-VIMC;>50: Wagh2016;>50: Williams2017_dataset1
246,6644_V2_C33,1B,C,<12mo,,TANZANIA,2004.0,HM215336,"6644, 6644.v2.c33, 6644.V2.C33",Yes,6644,panel,C.TZ.2004.6644_V2_C33.HM215336,0.85372,0.013: Bricault2019_dataset2;0.781: Bricault2019;0.781: Chuang2013;0.781: Huang2012a;0.781: Huang2016a_dataset1;1.52: Williams2017_dataset1;3.2: Bricault2019_dataset1;3.2: Montefiori CAVD CA-VIMC;3.2: Wagh2016
247,6650_V1_C8,,41_CD,<12mo,,TANZANIA,2003.0,HM215337,6650.v1.c8,Yes,6650,panel,41_CD.TZ.2003.6650_V1_C8.HM215337,1.05,1.05: Montefiori CAVD CA-VIMC
248,6785_V5_C14,2,C,<12mo,,TANZANIA,2005.0,HM215338,"6785, 6785.v5.c14, 6785.V5.C14",Yes,6785,panel,C.TZ.2005.6785_V5_C14.HM215338,3.00785,0.701: Bricault2019_dataset2;1.96: Bricault2019;1.96: Chuang2013;1.96: Huang2012a;1.96: Huang2016a_dataset1;6.3: Bricault2019_dataset1;6.3: Montefiori CAVD CA-VIMC;6.3: Wagh2016;7.79: Williams2017_dataset1
249,6811_V5_C20,,CD,acute,,TANZANIA,2005.0,HM215339,6811.v5.c20,Yes,6811,panel,CD.TZ.2005.6811_V5_C20.HM215339,100.0,>50: Montefiori CAVD CA-VIMC
250,6811_V7_C18,2,CD,<12mo,,TANZANIA,2006.0,HM215340,"6811.v7.c18, 6811",Yes,6811,panel,CD.TZ.2006.6811_V7_C18.HM215340,6.74091,2.74: Zhang2019a;9.1: Bricault2019_dataset3;9.1: Hraber2014;9.1: Montefiori CAVD CA-VIMC
251,6838_V1_C35,2,C,acute,,TANZANIA,2003.0,HM215341,"6838.V1.C35, 6838, 6838.v1.c35",Yes,6838,panel,C.TZ.2003.6838_V1_C35.HM215341,1.63725,0.292: Bricault2019_dataset2;1.66: Bricault2019;1.66: Chuang2013;1.66: Huang2012a;1.66: Huang2016a_dataset1;2.44: Williams2017_dataset1;2.5: Bricault2019_dataset1;2.5: Montefiori CAVD CA-VIMC;2.5: Wagh2016
252,6952_V1_C20,2,41_CD,<12mo,,TANZANIA,2003.0,HM215343,"6952, 6952.v1.c20",Yes,6952,panel,41_CD.TZ.2003.6952_V1_C20.HM215343,1.24897,0.721: Zhang2019a;1.5: Bricault2019_dataset3;1.5: Hraber2014;1.5: Montefiori CAVD CA-VIMC
253,6980_V0_C31,2,C,acute,,TANZANIA,2003.0,HM215344,6980.v0.c31,Yes,6980,panel,C.TZ.2003.6980_V0_C31.HM215344,14.5,14.5: Bricault2019_dataset1;14.5: Montefiori CAVD CA-VIMC;14.5: Wagh2016
254,6980_V1_C17,,C,<12mo,,TANZANIA,2003.0,HM215345,6980.v1.c17,Yes,6980,panel,C.TZ.2003.6980_V1_C17.HM215345,14.3,14.3: Montefiori CAVD CA-VIMC
255,700010040_C9_4520,2,B,<12mo,,UNITED STATES,2006.0,EU289193,700010040.C9.4520,Yes,700010040,panel,B.US.2006.700010040_C9_4520.EU289193,25.0388,23.22: Morris2011;27: Moody2015;>25: Montefiori CAVD CA-VIMC;>50: Corti2010
256,703010010_C4,2,C,acute,,MALAWI,2006.0,KC894105,"Ce703010010_C4, CHV0008273_703010010_F12",Yes,703010010,panel,C.MW.2006.703010010_C4.KC894105,5.2,5.2: Bricault2019_dataset1;5.2: Wagh2016
257,703010054_2A2,2,C,acute T/F,,MALAWI,2007.0,FJ443808,"pCenvPt703010054_2A2, CE703010054, Ce703010054_2A2, CE703010054_2A2",Yes,703010054,panel,C.MW.2007.703010054_2A2.FJ443808,13.052,2.05: Zhang2019a;18.9: Bricault2019_dataset1;18.9: Bricault2019_dataset3;18.9: Hraber2014;18.9: Montefiori CAVD CA-VIMC;18.9: Wagh2016
258,703010054_2A2_REV,2,C,<12mo,,MALAWI,2007.0,FJ443808,7030100542A2_REV_,Yes,703010054,panel,C.MW.2007.703010054_2A2_REV.FJ443808,0.06,0.06: Montefiori CAVD CA-VIMC
259,703010131_1E2,2,C,<3mo,,MALAWI,2007.0,KC894107,Ce703010131_1E2,Yes,703010131,panel,C.MW.2007.703010131_1E2.KC894107,9,9: Bricault2019_dataset1;9: Wagh2016
260,703010200_1E5,2,C,acute T/F,,MALAWI,2007.0,FJ443999,"7030102001E5_REV_, 7030102001E5(RevM), 7030102001E5NOREV, 7030102001, 7030102001E5_Rev-, 7030102001E5(Rev-), 703010200_1E5_Rev-, 7030102001E5(Rev.)",Yes,703010200,panel,C.MW.2007.703010200_1E5.FJ443999,17.0292,3.41: Zhang2019a;23.49: Bricault2019_dataset1;23.49: Bricault2019_dataset3;23.49: Hraber2014;23.49: Montefiori CAVD CA-VIMC;23.49: Wagh2016
261,703010217_B6,2,C,acute T/F,,MALAWI,2007.0,KC894109,"CE703010217_B6, pCenvPt703010217_B6, CE0217, CE703010217.B6",Yes,703010217,panel,C.MW.2007.703010217_B6.KC894109,0.56454,0.096: Bricault2019_dataset2;0.397: Williams2017_dataset1;0.5: Bricault2019_dataset1;0.5: Montefiori CAVD CA-VIMC;0.5: Wagh2016;1.37: Webb2015;2.8: Decamp2014
262,703010217_B6_REV,,C,<12mo,,MALAWI,2007.0,KC894109,703010217B6_REV_,Yes,703010217,panel,C.MW.2007.703010217_B6_REV.KC894109,0.35,0.35: Montefiori CAVD CA-VIMC
263,703010228_1C4,2,C,<3mo,,MALAWI,2007.0,FJ444031,"pCenvPt703010228_1C4, Ce703010228_1C4, CE703010228_1C4",Yes,703010228,panel,C.MW.2007.703010228_1C4.FJ444031,3,3: Bricault2019_dataset1;3: Montefiori CAVD CA-VIMC;3: Wagh2016
264,703357_C2,2,01_AE,acute,CCR5,THAILAND,2005.0,JN944658,"703357_C02, 703357, 703357.C02, 703357.c02, 703357_2, 703357.2",Yes,AA118,panel,01_AE.TH.2005.703357_C2.JN944658,2.77849,2: Montefiori CAVD CA-VIMC;3.86: Bricault2019_dataset3;>25: Chenine2018
265,704010042_2E5,,C,acute,,SOUTH AFRICA,2007.0,KC894113,"pCH042.c, 704010042, 704010042_TF, CE704010042_2E5",Yes,704010042,panel,C.ZA.2007.704010042_2E5.KC894113,4.90902,2.8: Montefiori CAVD CA-VIMC;6.5: Bricault2019_dataset1;6.5: Wagh2016
266,704010069_C6,2,C,<3mo,,SOUTH AFRICA,2007.0,KC894114,"Ce704010069_C6, CHV0008392_704010069_F2",Yes,704010069,panel,C.ZA.2007.704010069_C6.KC894114,3.6,3.6: Bricault2019_dataset1;3.6: Wagh2016
267,704010083_B8,2,C,acute,,SOUTH AFRICA,2007.0,FJ443671,"CE704010083_B8, pCenvPt704010083_B8, Ce704010083_B8",Yes,704010083,panel,C.ZA.2007.704010083_B8.FJ443671,3.6,3.6: Bricault2019_dataset1;3.6: Montefiori CAVD CA-VIMC;3.6: Wagh2016
268,704809221_1B3,2,C,acute T/F,,SOUTH AFRICA,2007.0,FJ444103,"Ce704809221_1B3, CE704809221_1B3, pCenvPt704809221_1B, CE704809221",Yes,704809221,panel,C.ZA.2007.704809221_1B3.FJ444103,0.105,0.1: Bricault2019_dataset1;0.1: Bricault2019_dataset3;0.1: Hraber2014;0.1: Montefiori CAVD CA-VIMC;0.1: Wagh2016;0.134: Zhang2019a
269,704809221_1B3_REV,2,C,acute,,SOUTH AFRICA,2007.0,FJ444103,7048092211B3_REV_,Yes,704809221,panel,C.ZA.2007.704809221_1B3_REV.FJ444103,4.36,4.36: Montefiori CAVD CA-VIMC
270,704810053_2B7,2,C,acute,,SOUTH AFRICA,2007.0,KC894119,"CHV0010337_704810053_2G6, Ce704810053_2B7",Yes,704810053,panel,C.ZA.2007.704810053_2B7.KC894119,2.9,2.9: Bricault2019_dataset1;2.9: Wagh2016
271,705010067_TF,3,C,acute,CCR5,SOUTH AFRICA,2007.0,KC156125,"705010067_CH067_TF, 705010067",Yes,705010067,panel,C.ZA.2007.705010067_TF.KC156125,23.17,23.17: Bricault2019_dataset1;23.17: Wagh2016
272,705010185_TF,2,C,acute,CCR5,SOUTH AFRICA,2007.0,KC156129,"705010185, 705010185_CH185_TF",Yes,705010185,panel,C.ZA.2007.705010185_TF.KC156129,18.9,18.9: Bricault2019_dataset1;18.9: Wagh2016
273,705010198_TF,2,C,acute,CCR5,SOUTH AFRICA,2007.0,KC156130,"705010198_CH198_TF, CH198, 705010198",Yes,705010198,panel,C.ZA.2007.705010198_TF.KC156130,35.2,35.2: Bricault2019_dataset1;35.2: Wagh2016
274,706010018_2E3,,C,<12mo,,SOUTH AFRICA,2007.0,FJ444047,"Ce706010018_2E3, CE706010018_2E3, CenvPt706010018_2E3",Yes,706010018,panel,C.ZA.2007.706010018_2E3.FJ444047,4.5,4.5: Montefiori CAVD CA-VIMC
275,706010164_1A7,2,C,<3mo,,SOUTH AFRICA,2007.0,FJ444076,CE706010164_1A7,Yes,706010164,panel,C.ZA.2007.706010164_1A7.FJ444076,2.53772,1.15: Bricault2019_dataset1;5.6: Montefiori CAVD CA-VIMC
276,706010164_1A7_REV,2,C,<3mo,,SOUTH AFRICA,2007.0,FJ444076,"7060101641A7_REV_, 7060101641A7 (Rev-), 7060101641A7_Rev-, 7060101641A7(Rev-), 706010164_1A7_Rev-",Yes,706010164,panel,C.ZA.2007.706010164_1A7_REV.FJ444076,1.15,1.15: Montefiori CAVD CA-VIMC;1.15: Wagh2016
277,7165_18,2,B,<12mo,CCR5,UNITED STATES,1994.0,AY835437,"7165.18.SG3, SVPB4, 7165, 7165.18",Yes,7165-P23,panel,B.US.1994.7165_18.AY835437,1.01973,0.659: Bricault2019_dataset2;0.895: Bricault2019;0.895: Chuang2013;0.895: Georgiev2013_dataset1;0.895: Huang2012a;0.895: Huang2016a_dataset1;1.1: Montefiori CAVD CA-VIMC;1.6: Crooks2015;1.79: Williams2017_dataset1
278,722_G4_16,2,C,acute,,SOUTH AFRICA,2007.0,JN967798,SO722_G4_16,Yes,503_13503_SO722,panel,C.ZA.2007.722_G4_16.JN967798,6.8,6.8: Bricault2019_dataset1;6.8: Wagh2016
279,731027_AA104A_RH5,,01_AE,<12mo,CCR5,THAILAND,2006.0,JX447986,"731027, AA104a_RH5",Yes,AA104,panel,01_AE.TH.2006.731027_AA104A_RH5.JX447986,17.13,17.13: Chenine2018
280,783_V0_C51,,A1,acute,,TANZANIA,2002.0,HM215347,"0783.0.51, 0783.v0.c51, 783.v0.c51",Yes,783,panel,A1.TZ.2002.783_V0_C51.HM215347,7.1,7.1: Montefiori CAVD CA-VIMC
281,783_V1_C21,,A1,<12mo,,TANZANIA,2003.0,HM215348,"0783.v1.c21, 783.v1.c21",Yes,783,panel,A1.TZ.2003.783_V1_C21.HM215348,11,11: Montefiori CAVD CA-VIMC
282,816763_C02,,01_AE,acute,CCR5,THAILAND,2006.0,JN944659,"816763.02, 816763.c02, 816763",Yes,AA119,panel,01_AE.TH.2006.816763_C02.JN944659,2.51058,0.3: Montefiori CAVD CA-VIMC;21.01: Chenine2018
283,816769_AA107A_WG8,,01_AE,<12mo,CCR5,THAILAND,2005.0,JX448026,"816769, AA107a_wg8",Yes,AA107,panel,01_AE.TH.2005.816769_AA107A_WG8.JX448026,13.32,13.32: Chenine2018
284,89_6,2,B,chronic,CCR5 CXCR4,UNITED STATES,1989.0,U39362,"89.6.DG, 89.6, 89, 89_6_DG",Yes,P896,panel,B.US.1989.89_6.U39362,1.10577,0.318: Bricault2019_dataset2;1.02: Bricault2019;1.02: Chuang2013;1.02: Huang2012a;1.02: Huang2016a_dataset1;2.12: Williams2017_dataset1;2.77: Zhang2019a
285,89_F1_2_25,2,CD,acute,,TANZANIA,,HM215349,"89.F1_2_25, 89_F1, 89-F1_2_25",Yes,89,panel,CD.TZ..89_F1_2_25.HM215349,19.9774,5.11: Zhang2019a;39.5: Bricault2019_dataset3;39.5: Montefiori CAVD CA-VIMC
286,9004SS_A3_4,2,A1,acute T/F,,UGANDA,2007.0,HM215350,9004SS,Yes,9004,panel,A1.UG.2007.9004SS_A3_4.HM215350,2.32659,2.3: Montefiori CAVD CA-VIMC;2.34: Bricault2019_dataset3;2.34: Hraber2014
287,9014_01_TB1_4769,2,B,acute,CCR5,UNITED STATES,1997.0,EU575786,9014-01_TB1,Yes,9014,panel,B.US.1997.9014_01_TB1_4769.EU575786,14.4,14.4: Montefiori CAVD CA-VIMC
288,9020_20_A13_4607,2,B,acute,,UNITED STATES,1998.0,EU575870,9020.2.A13,Yes,9020,panel,B.US.1998.9020_20_A13_4607.EU575870,1.1,1.1: Montefiori CAVD CA-VIMC
289,9021_14_B2_4571,2,B,acute,,UNITED STATES,1998.0,EU289196,"9021.14.B2.4571, 9021_14B24571, 9021-14.B2.4571",Yes,9021,panel,B.US.1998.9021_14_B2_4571.EU289196,4.8,4.8: Corti2010;4.8: Montefiori CAVD CA-VIMC
290,928_28,2,02_AG,<12mo,CCR5,COTE D'IVOIRE,1999.0,EU513199,"NIH-ARP-11608, 928.28, 928-28",Yes,928,panel,02_AG.CI.1999.928_28.EU513199,0.10618,0.009: Bricault2019;0.009: Chuang2013;0.009: Huang2012a;0.009: Huang2016a_dataset1;0.079: Bricault2019_dataset2;0.112: Zhang2019a;0.454: Williams2017_dataset1;0.5: Bricault2019_dataset3;0.5: Corti2010;0.5: Montefiori CAVD CA-VIMC;5.871: Chen2014
291,92BR020,1 or 2,B,chronic,,BRAZIL,1992.0,AY669718,,Yes,92BR020,panel,B.BR.1992.92BR020.AY669718,2.57,2.57: Zhang2019a;>50: Chaillon2012;>50: Matz2013;>50: Walker2009a
292,92BR025_9,1B or 2,C,<12mo,CCR5,BRAZIL,1992.0,U15121,"BR025_9, 92BR025.9, BR025.9",Yes,BR025,panel,C.BR.1992.92BR025_9.U15121,2.87569,0.307: Bricault2019_dataset2;2.8: Montefiori CAVD CA-VIMC;3.1: Corti2010;3.73: Bricault2019;3.73: Chuang2013;3.73: Georgiev2013_dataset1;3.73: Huang2012a;3.73: Huang2016a_dataset1;6.99: Williams2017_dataset1
293,92RW008,,A1,chronic,,RWANDA,1992.0,AY669703,,Yes,RW008,panel,A1.RW.1992.92RW008.AY669703,14.53,14.53: Walker2009a
294,92RW009,,A1C,chronic,,RWANDA,1992.0,AY669700,"92RW009_06, 92RW009.6",Yes,RW009,panel,A1C.RW.1992.92RW009.AY669700,100.0,>50: Walker2009a
295,92RW020_2,2,A1,<12mo,CCR5,RWANDA,1992.0,EU855131,"RW020, RW020.2, 92.RW020, 92RW020.2, 92RW020, RW020_2",Yes,RW020,panel,A1.RW.1992.92RW020_2.EU855131,5.2285,0.902: Bricault2019_dataset2;2.14: Zhang2019a;4.54: Walker2009a;4.8: Corti2010;4.8: Montefiori CAVD CA-VIMC;6.75: Williams2017_dataset1;8.21: Bricault2019;8.21: Chuang2013;8.21: Doria-Rose2014;8.21: Georgiev2013_dataset1;8.21: Huang2012a;8.21: Huang2016a_dataset1;>50: Chaillon2012;>50: Matz2013
296,92RW020_5,1,A1,chronic,CCR5,RWANDA,1992.0,U08794,92RW020.5,Yes,RW020,panel,A1.RW.1992.92RW020_5.U08794,2.2,2.2: Moody2015
297,92RW024,,A1CD,chronic,,RWANDA,1992.0,AY669699,,Yes,RW024,panel,A1CD.RW.1992.92RW024.AY669699,8.88,8.88: Walker2009a
298,92RW026,,A1C,chronic,CCR5,RWANDA,1992.0,AY669702,,Yes,RW026,panel,A1C.RW.1992.92RW026.AY669702,12.88,12.88: Walker2009a
299,92TH021,2,01_AE,chronic,CCR5,THAILAND,1992.0,AY669775,,Yes,TH021,panel,01_AE.TH.1992.92TH021.AY669775,0.63809,0.348: Zhang2019a;1.17: Walker2009a;>50: Chaillon2012;>50: Matz2013
300,92UG001,,D,chronic,,UGANDA,1992.0,AY669754,,Yes,UG001,panel,D.UG.1992.92UG001.AY669754,13.58,13.58: Walker2009a
301,92UG005,,D,chronic,CCR5,UGANDA,1992.0,AY669758,,Yes,UG005,panel,D.UG.1992.92UG005.AY669758,7.46,7.46: Walker2009a
302,92UG031,,A1,chronic,,UGANDA,1992.0,AY669701,UG031,Yes,UG031,panel,A1.UG.1992.92UG031.AY669701,4.94,4.94: Walker2009a
303,92UG046,,D,chronic,CXCR4,UGANDA,1992.0,AY623599,,Yes,UG046,panel,D.UG.1992.92UG046.AY623599,12.15,12.15: Walker2009a
304,92US715,,B,chronic,CCR5,UNITED STATES,1992.0,U08451,,Yes,715,panel,B.US.1992.92US715.U08451,1.6,1.6: Crooks2015
305,93IN905,2,C,chronic,CCR5,INDIA,1993.0,AY669742,,Yes,93IN905,panel,C.IN.1993.93IN905.AY669742,0.37229,0.11: Zhang2019a;1.26: Walker2009a;>50: Chaillon2012;>50: Matz2013
306,93MW959,,C,chronic,CCR5,MALAWI,1993.0,AY669739,,Yes,959,panel,C.MW.1993.93MW959.AY669739,4.55,4.55: Walker2009a
307,93RW029,,A1,chronic,,RWANDA,1993.0,AY669697,,Yes,RW029,panel,A1.RW.1993.93RW029.AY669697,15.52,15.52: Walker2009a
308,93TH305,,B,chronic,,THAILAND,1993.0,AY669729,,Yes,TH305,panel,B.TH.1993.93TH305.AY669729,12.33,12.33: Walker2009a
309,93UG077,,A1,chronic,,UGANDA,1993.0,AY669704,,Yes,UG077,panel,A1.UG.1993.93UG077.AY669704,10.6,10.6: Walker2009a
310,94KE105,,A1C,chronic,CCR5,KENYA,1994.0,AY669768,,Yes,KE105,panel,A1C.KE.1994.94KE105.AY669768,7.63,7.63: Walker2009a
311,94UG103,2,A1,chronic,,UGANDA,1994.0,AY669705,,Yes,UG103,panel,A1.UG.1994.94UG103.AY669705,2.96596,1.77: Zhang2019a;4.97: Walker2009a;>50: Chaillon2012;>50: Matz2013
